test_id,workspace,persona,preconditions,route,control_id,action,expected,evidence_required,side_effect_class,cleanup,automation_layer,status,defect_ref,approval_ref
CTRL.CENSUS.0252,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:237:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0253,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:243:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0254,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:243:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0255,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:244:select:1,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0256,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:244:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0257,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:246:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0258,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:246:button:2,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0259,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:246:onClick:3,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0260,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:247:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0261,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-research-workspace.tsx:247:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0262,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:81:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0263,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:81:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0264,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:82:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0265,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:82:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0266,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:88:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0267,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:88:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0268,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:94:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0269,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:94:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0270,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:105:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0271,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:105:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0272,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:302:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0273,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:309:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0274,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:309:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0275,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:309:role:3,Exercise role and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0276,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:310:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0277,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:310:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0278,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:310:role:3,Exercise role and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0279,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:311:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0280,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:311:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0281,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:311:role:3,Exercise role and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0282,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:316:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0283,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:316:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0284,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:316:Link:3,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0285,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:321:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0286,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:321:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0287,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:322:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0288,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:322:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0289,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:325:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0290,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:327:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0291,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:327:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0292,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:327:Link:3,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0293,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:327:Link:4,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0294,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:327:button:5,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0295,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:327:onClick:6,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0296,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0297,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0298,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:button:3,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0299,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:onClick:4,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0300,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:Link:5,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0301,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:button:6,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0302,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:onClick:7,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0303,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:button:8,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0304,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:onClick:9,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0305,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:button:10,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0306,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:onClick:11,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0307,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:button:12,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0308,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:340:onClick:13,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0309,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:341:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0310,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:341:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0311,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:341:button:3,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0312,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:341:onClick:4,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0313,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:341:button:5,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0314,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:341:onClick:6,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0315,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:343:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0316,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:343:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0317,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:346:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0318,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/keyword-strategy-review.tsx:346:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0319,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-signal-playboard.tsx:121:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0320,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-signal-playboard.tsx:125:onClick:1,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0321,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:203:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0322,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:203:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0323,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:209:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0324,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:228:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0325,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:234:onClick:1,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0326,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:256:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0327,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:256:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0328,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:256:a:3,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0329,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:257:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0330,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:257:button:2,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0331,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:257:onClick:3,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0332,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:257:button:4,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0333,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:257:onClick:5,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0334,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:268:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0335,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:268:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0336,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:268:role:3,Exercise role and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0337,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:271:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0338,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/llm-source-dashboard.tsx:277:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
